Date,AUDCHF=X,CNYCHF=X,EURCHF=X,JPYCHF=X,KRWCHF=X,MXNCHF=X,USDCHF=X
2010-01-01 0:00,0.9391000270843506,0.15497000515460968,1.4709999561309814,0.011738999746739864,0.090659998,0.081029996,1.059999942779541
2010-02-01 0:00,0.9641000032424927,0.1570499986410141,1.4636000394821167,0.012064999900758266,0.092869997,0.083939999,1.073199987411499
2010-03-01 0:00,0.9643999934196472,0.15401999652385712,1.4232900142669678,0.011253999546170235,0.09302,0.085089996,1.0536600351333618
2010-04-01 0:00,0.9944499731063843,0.1575700044631958,1.4323999881744385,0.011471999809145927,0.097130001,0.087360002,1.075600028038025
2010-05-01 0:00,0.9783999919891357,0.1689399927854538,1.420699954032898,0.012668999843299389,0.096270002,0.089380004,1.1562999486923218
2010-06-01 0:00,0.9061999917030334,0.1586499959230423,1.3180999755859375,0.012179999612271786,0.087750003,0.083279997,1.0778000354766846
2010-07-01 0:00,0.9427199959754944,0.1534299999475479,1.3579000234603882,0.012027000077068806,0.08788,0.082319997,1.0413000583648682
2010-08-01 0:00,0.9132999777793884,0.1503800004720688,1.2984000444412231,0.012047999538481236,0.085830003,0.077909999,1.0251400470733643
2010-09-01 0:00,0.9463000297546387,0.14554999768733978,1.3310999870300293,0.011765,0.085660003,0.077859998,0.9767000079154968
2010-10-01 0:00,0.9623000025749207,0.14688999950885773,1.363800048828125,0.012217000126838684,0.087339997,0.079410002,0.9897800087928772
2010-11-01 0:00,0.9613999724388123,0.15012000501155853,1.3115999698638916,0.011977000162005424,0.086000003,0.0801,1.001099944114685
2010-12-01 0:00,0.9490000009536743,0.14318999648094177,1.2431000471115112,0.011518999934196472,0.082840003,0.075379997,0.934499979
2011-01-01 0:00,0.9294000267982483,0.14291000366210938,1.2783000469207764,0.011482000350952148,0.084210001,0.076970004,0.9417999982833862
2011-02-01 0:00,0.9409000277519226,0.1412699967622757,1.274899959564209,0.011335000395774841,0.082280003,0.07649,0.9279999732971191
2011-03-01 0:00,0.9473000168800354,0.1404300034046173,1.2972999811172485,0.011021,0.083570004,0.076990001,0.9186000227928162
2011-04-01 0:00,0.9542999863624573,0.13425999879837036,1.2956000566482544,0.010645000264048576,0.081600003,0.075549997,0.8729000091552734
2011-05-01 0:00,0.910099983,0.13124999403953552,1.2182999849319458,0.010459000244736671,0.07903,0.073229998,0.8507000207901001
2011-06-01 0:00,0.890500009,0.12913000583648682,1.2062900066375732,0.010421999730169773,0.077849999,0.070770003,0.8331000208854675
2011-07-01 0:00,0.8812999725341797,0.12460000067949295,1.1485600471496582,0.010227999649941921,0.07632,0.068319999,0.8012499809265137
2011-08-01 0:00,0.8741000294685364,0.12811000645160675,1.1820299625396729,0.010502999648451805,0.076370001,0.065420002,0.819100022
2011-09-01 0:00,0.8762000203132629,0.13997000455856323,1.2192399501800537,0.011772999539971352,0.076180004,0.065399997,0.897629976
2011-10-01 0:00,0.9201899766921997,0.1353899985551834,1.219499945640564,0.011184999719262123,0.078060001,0.066100001,0.8622999787330627
2011-11-01 0:00,0.9222999811172485,0.1443299949169159,1.2272000312805176,0.011765999719500542,0.080700003,0.066720001,0.9211900234222412
2011-12-01 0:00,0.9533299803733826,0.14901000261306763,1.218060017,0.012206,0.081299998,0.067139998,0.9401900172233582
2012-01-01 0:00,0.9708999991416931,0.14780999720096588,1.2060999870300293,0.012057,0.081569999,0.07068,0.913100004
2012-02-01 0:00,0.9655200242996216,0.1419299989938736,1.205199956893921,0.011114999651908875,0.07942,0.069669999,0.89410001
2012-03-01 0:00,0.9340000152587891,0.14305000007152557,1.2041000127792358,0.010877000167965889,0.079729997,0.070359997,0.9016299843788147
2012-04-01 0:00,0.9480000138282776,0.14336000382900238,1.201200008392334,0.011284999549388885,0.080080003,0.069959998,0.9071000218391418
2012-05-01 0:00,0.94186002,0.15249000489711761,1.2010999917984009,0.012388000264763832,0.082209997,0.068470001,0.9706699848175049
2012-06-01 0:00,0.9723799824714661,0.1492599993944168,1.201300024986267,0.011874999850988388,0.083379999,0.070859998,0.9475700259208679
2012-07-01 0:00,1.027999997138977,0.15333999693393707,1.2009999752044678,0.012496000155806541,0.086110003,0.07384,0.9796000123023987
2012-08-01 0:00,0.9868000149726868,0.15094999969005585,1.200819969177246,0.012171999551355839,0.084579997,0.07186,0.9598000049591064
2012-09-01 0:00,0.9737399816513062,0.1524920016527176,1.208299994468689,0.012059000320732594,0.08399,0.072959997,0.9408699870109558
2012-10-01 0:00,0.9661200046539307,0.14914000034332275,1.2081999778747559,0.011656000278890133,0.0854,0.0713,0.9322599768638611
2012-11-01 0:00,0.9675300121307373,0.14876000583171844,1.2036999464035034,0.011242999695241451,0.085649997,0.071630001,0.9277999997138977
2012-12-01 0:00,0.9483100175857544,0.14625999331474304,1.2071000337600708,0.010536,0.086039998,0.070019998,0.9125999808311462
2013-01-01 0:00,0.9487000107765198,0.14625999331474304,1.236199975013733,0.0099,0.083839998,0.07158,0.9110000133514404
2013-02-01 0:00,0.9501100182533264,0.14913000166416168,1.221600056,0.010107000358402729,0.085560001,0.07265,0.9285100102424622
2013-03-01 0:00,0.9883999824523926,0.15283000469207764,1.2167999744415283,0.010068000294268131,0.085340001,0.076980002,0.949999988
2013-04-01 0:00,0.9692000150680542,0.15205000340938568,1.2273000478744507,0.009533,0.084870003,0.07677,0.9370999932289124
2013-05-01 0:00,0.9215999841690063,0.15560999512672424,1.243899941444397,0.0095,0.0845,0.074500002,0.9537000060081482
