Date,USDRUB=X,MXNRUB=X,JPYRUB=X,EURRUB=X,CNYRUB=X
2010-01-01 0:00,30.349599838256836,,0.3361299932003021,41.395198822021484,
2010-02-01 0:00,29.94890022277832,,0.33671000599861145,40.820499420166016,
2010-03-01 0:00,29.423500061035156,,0.31474000215530396,39.782100677490234,
2010-04-01 0:00,29.204999923706055,,0.31060999631881714,38.864601135253906,
2010-05-01 0:00,30.885000228881836,,0.3386699855327606,37.963401794433594,
2010-06-01 0:00,31.25149917602539,,0.35335999727249146,38.36130142211914,
2010-07-01 0:00,30.274999618530273,,0.3503200113773346,39.517601013183594,
2010-08-01 0:00,30.652000427246094,,0.362529993,38.92179870605469,
2010-09-01 0:00,30.39699935913086,,0.36281999945640564,41.452701568603516,
2010-10-01 0:00,30.65999984741211,,0.3754099905490875,42.61560059,
2010-11-01 0:00,31.33919906616211,,0.3719100058078766,41.166900634765625,
2010-12-01 0:00,30.55229949951172,,0.37452998757362366,40.582698822021484,
2011-01-01 0:00,29.678199768066406,,0.361380011,39.72060012817383,
2011-02-01 0:00,28.924999237060547,,0.35418999195098877,39.78820037841797,
2011-03-01 0:00,28.517000198364258,,0.34408000111579895,40.22420120239258,
2011-04-01 0:00,27.516199111938477,,0.33744001388549805,40.73120117,
2011-05-01 0:00,27.998300552368164,,0.3461099863052368,40.07590103149414,
2011-06-01 0:00,27.96769905090332,,0.34637001156806946,40.43000030517578,
2011-07-01 0:00,27.545299530029297,,0.35429999232292175,39.469398498535156,
2011-08-01 0:00,28.842899322509766,,0.37599998712539673,41.72359848022461,
2011-09-01 0:00,31.972700119018555,,0.41655999422073364,43.45629883,
2011-10-01 0:00,29.68250084,,0.3917199969291687,41.27709961,
2011-11-01 0:00,30.791000366210938,,0.39487001299858093,40.90639877319336,
2011-12-01 0:00,31.96419906616211,,0.41150999069213867,40.46839904785156,
2012-01-01 0:00,30.350000381469727,,0.397379994,38.91939926147461,
2012-02-01 0:00,28.998199462890625,,0.360289991,39.03329849243164,
2012-03-01 0:00,29.319000244140625,,0.35359999537467957,39.22010040283203,
2012-04-01 0:00,29.270200729370117,,0.364219993,38.83649826049805,
2012-05-01 0:00,32.76620101928711,,0.4148400127887726,40.054901123046875,
2012-06-01 0:00,32.391998291015625,,0.40487998723983765,41.17110061645508,
2012-07-01 0:00,32.158199310302734,,0.4116800129413605,39.39319992,
2012-08-01 0:00,32.537200927734375,,0.4142799973487854,40.69839859008789,
2012-09-01 0:00,31.155399322509766,,0.3995699882507324,40.010398864746094,
2012-10-01 0:00,31.338600158691406,,0.3933199942111969,40.66889953613281,
2012-11-01 0:00,30.86520004272461,,0.37571999430656433,40.07849884033203,
2012-12-01 0:00,30.440200805664062,,0.3540799915790558,40.133201599121094,
2013-01-01 0:00,30.031999588012695,,0.32975998520851135,40.769500732421875,
2013-02-01 0:00,30.441999435424805,,0.3297500014305115,40.14659881591797,
2013-03-01 0:00,31.053699493408203,,0.32934001088142395,39.740501403808594,
2013-04-01 0:00,30.930200576782227,,0.3160000145435333,40.68470001220703,
2013-05-01 0:00,31.656400680541992,,0.3130899965763092,41.18199920654297,
2013-06-01 0:00,32.81050109863281,,0.3300800025463104,42.623199462890625,
2013-07-01 0:00,32.924198150634766,,0.3359000086784363,43.62269973754883,
2013-08-01 0:00,33.277870178222656,,0.33765000104904175,43.9375,
2013-09-01 0:00,32.342098236083984,,0.33055999875068665,43.69179916381836,
2013-10-01 0:00,31.956100463867188,,0.3243800103664398,43.99319839477539,
2013-11-01 0:00,33.14550781,,0.32363998889923096,45.11800003051758,
2013-12-01 0:00,32.68320083618164,,0.3114300072193146,45.134498596191406,
2014-01-01 0:00,34.90330123901367,,0.3396500051021576,47.39291000366211,
2014-02-01 0:00,35.99089813232422,,0.3522399961948395,49.34949875,
2014-03-01 0:00,35.55149841308594,,0.3457599878311157,48.105899810791016,
2014-04-01 0:00,35.620399475097656,,0.3471199870109558,49.13808059692383,
2014-05-01 0:00,34.916202545166016,,0.34025999903678894,47.075618743896484,
2014-06-01 0:00,33.72719955444336,,0.33261001110076904,45.958099365234375,
2014-07-01 0:00,35.560001373291016,,0.3457300066947937,47.54835129,
2014-08-01 0:00,37.07823563,,0.35308000445365906,48.38098145,
2014-09-01 0:00,39.325199127197266,,0.35947001,49.987091064453125,
2014-10-01 0:00,41.01300048828125,,0.3756200075149536,52.33134078979492,
2014-11-01 0:00,49.257999420166016,,0.41843000054359436,60.928409576416016,
2014-12-01 0:00,56.560001373291016,,0.4733799993991852,67.61019897460938,
2015-01-01 0:00,69.2520752,,0.5808299779891968,78.24726104736328,
2015-02-01 0:00,61.13499832,,0.5117800235748291,69.2520752,
2015-03-01 0:00,57.525001525878906,,0.4788399934768677,62.35929870605469,
2015-04-01 0:00,50.98970031738281,,0.42829999327659607,56.28150177001953,
2015-05-01 0:00,52.529998779296875,,0.4237000048160553,57.63254165649414,
2015-06-01 0:00,55.650699615478516,,0.45416000485420227,61.910499572753906,
2015-07-01 0:00,59.675498962402344,,0.480679989,65.33049774169922,
2015-08-01 0:00,65.29499816894531,,0.5377399921417236,71.61168670654297,
2015-09-01 0:00,65.70999908447266,,0.5481699705123901,73.64244842529297,
2015-10-01 0:00,64.19000244140625,,0.5305600166320801,68.04350280761719,
2015-11-01 0:00,66.41999816894531,,0.5407500267028809,69.08999633789062,
2015-12-01 0:00,73.23000336,,0.6076400279998779,79.97769927978516,
2016-01-01 0:00,76.55000305175781,,0.6442800164222717,82.44023132324219,
